"ANO";"AUTO";"BICICLETA";"BOLETIM";"CAMINHAO";"CARROCA";"CONSORCIO";"CONT_ACID";"CONT_VIT";"CORREDOR";"DIA";"DIA_SEM";"FATAIS";"FERIDOS";"FERIDOS_GR";"FONTE";"FX_HORA";"ID";"LATITUDE";"LOCAL";"LOCAL_VIA";"LOG1";"LOG2";"LONGITUDE";"LOTACAO";"MES";"MORTE_POST";"MORTES";"MOTO";"NOITE_DIA";"ONIBUS_INT";"ONIBUS_MET";"ONIBUS_URB";"OUTRO";"PREDIAL1";"QUEDA_ARR";"REGIAO";"TAXI";"TEMPO";"TIPO_ACID";"UPS"
2013;2;0;"259713";0;0;"";1;1;0;27;"QUARTA-FEIRA";0;"1";0;"DEPTRAN";14;"564427";-30 029529;"Logradouro";"701 AV MAUA";"AV MAUA";"";-51 235239;"0";3;0;0;0;"DIA";"0";0;"0";0;701;0;"CENTRO";"0";"BOM";"COLISAO";5
2013;1;0;"235156";0;0;"";1;0;0;27;"QUARTA-FEIRA";0;"0";0;"EPTC";14;"564656";-30 029686;"Logradouro";"295 R PROF ANNES DIAS";"R PROF ANNES DIAS";"";-51 221765;"0";3;0;0;0;"DIA";"0";0;"0";0;295;0;"CENTRO";"1";"NUBLADO";"ABALROAMENTO";1
2013;1;0;"250490";0;0;"";1;0;0;27;"QUARTA-FEIRA";0;"0";0;"EPTC";14;"564661";-30 035623;"Logradouro";"1873 AV LOUREIRO DA SILVA";"AV LOUREIRO DA SILVA";"";-51 224385;"1";3;0;0;0;"DIA";"0";0;"0";0;1873;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"249691";1;0;"";1;0;0;27;"QUARTA-FEIRA";0;"0";0;"EPTC";15;"564660";-30 033873;"Logradouro";"693 R DUQUE DE CAXIAS";"R DUQUE DE CAXIAS";"";-51 234549;"0";3;0;0;0;"DIA";"0";0;"0";0;693;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"235143";0;0;"";1;0;0;27;"QUARTA-FEIRA";0;"0";0;"EPTC";16;"564654";-30 032528;"Cruzamento";"AV DESEMBARGADOR ANDRE DA ROCHA & AV JOAO PESSOA";"AV DESEMBARGADOR ANDRE DA ROCHA";"AV JOAO PESSOA";-51 223063;"0";3;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"250495";0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";7;"564730";-30 034047;"Cruzamento";"VDT IMPERATRIZ LEOPOLDINA & R ANTONIO CARLOS GUIMARAES";"VDT IMPERATRIZ LEOPOLDINA";"R ANTONIO CARLOS GUIMARAES";-51 221826;"0";3;0;0;0;"DIA";"1";0;"0";0;0;0;"CENTRO";"0";"NUBLADO";"COLISAO";1
2013;1;0;"250211";1;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";9;"564727";-30 030948;"Logradouro";"521 AV BORGES DE MEDEIROS";"AV BORGES DE MEDEIROS";"";-51 227729;"0";3;0;0;0;"DIA";"0";0;"0";0;521;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"235159";0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";10;"564724";-30 034766;"Cruzamento";"AV LOUREIRO DA SILVA & AV JOAO PESSOA";"AV LOUREIRO DA SILVA";"AV JOAO PESSOA";-51 221243;"0";3;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
2013;1;0;"250537";0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";15;"564722";-30 034782;"Cruzamento";"R GEN VASCO ALVES & R DUQUE DE CAXIAS";"R GEN VASCO ALVES";"R DUQUE DE CAXIAS";-51 237953;"0";3;0;0;0;"DIA";"1";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;2;0;"235139";0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";16;"564737";-30 025084;"Logradouro";"1725 AV MAUA";"AV MAUA";"";-51 22478;"0";3;0;0;0;"DIA";"0";0;"0";0;1725;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;1;0;"235261";0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";19;"564683";-30 038031;"Logradouro";"709 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 218844;"0";3;0;0;0;"NOITE";"0";0;"0";0;709;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
2013;0;0;"265613";1;0;"";1;1;0;28;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";20;"564501";-30 0251;"Logradouro";"50 R CARLOS CHAGAS";"R CARLOS CHAGAS";"";-51 222838;"0";3;0;0;1;"NOITE";"0";0;"0";0;50;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;1;0;"250539";0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";21;"564726";-30 025797;"Logradouro";"235 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 224413;"0";3;0;0;0;"NOITE";"0";0;"0";0;235;0;"CENTRO";"1";"BOM";"COLISAO";1
2013;1;0;"230961";0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";22;"564735";-30 023882;"Logradouro";"70 LG VESPASIANO JULIO VEPPO";"LG VESPASIANO JULIO VEPPO";"";-51 219027;"0";3;0;0;0;"NOITE";"0";0;"0";0;70;0;"CENTRO";"1";"BOM";"COLISAO";1
2013;1;0;"249672";0;0;"";1;0;0;29;"SEXTA-FEIRA";0;"0";0;"EPTC";12;"564741";-30 024995;"Cruzamento";"AV MAUA & PCA RUI BARBOSA";"AV MAUA";"PCA RUI BARBOSA";-51 224662;"0";3;0;0;0;"DIA";"0";1;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"268413";0;0;"";1;1;0;29;"SEXTA-FEIRA";0;"1";0;"DEPTRAN";19;"564551";-30 036084;"Cruzamento";"R DEMETRIO RIBEIRO & AV BORGES DE MEDEIROS";"R DEMETRIO RIBEIRO";"AV BORGES DE MEDEIROS";-51 228029;"0";3;0;0;1;"NOITE";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;1;1;"268513";0;0;"";1;1;0;29;"SEXTA-FEIRA";0;"1";0;"DEPTRAN";20;"564552";-30 035006;"Logradouro";"929 R CEL FERNANDO MACHADO";"R CEL FERNANDO MACHADO";"";-51 228059;"0";3;0;0;0;"NOITE";"0";0;"0";0;929;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;1;0;"250518";0;0;"";1;0;0;29;"SEXTA-FEIRA";0;"0";0;"EPTC";22;"564740";-30 031015;"Cruzamento";"AV SENADOR SALGADO FILHO & R DR FLORES";"AV SENADOR SALGADO FILHO";"R DR FLORES";-51 224739;"0";3;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"COLISAO";1
2013;1;0;"235122";0;0;"";1;0;0;30;"SABADO";0;"0";0;"EPTC";9;"564769";-30 031797;"Cruzamento";"R GEN PORTINHO & R SETE DE SETEMBRO";"R GEN PORTINHO";"R SETE DE SETEMBRO";-51 237654;"0";3;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
2013;2;0;"235123";0;0;"";1;0;0;31;"DOMINGO";0;"0";0;"EPTC";9;"564791";-30 031556;"Cruzamento";"R SARMENTO LEITE & TUN NS DA CONCEICAO-AC RUA SARMENTO LEITE";"R SARMENTO LEITE";"TUN NS DA CONCEICAO-AC RUA SARMENTO LEITE";-51 219973;"0";3;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;2;0;"250510";0;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";8;"564817";-30 032279;"Logradouro";"320 R SARMENTO LEITE";"R SARMENTO LEITE";"";-51 220452;"0";4;0;0;0;"DIA";"0";0;"0";0;320;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;1;0;"250522";1;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";9;"564816";-30 034991;"Logradouro";"2001 AV LOUREIRO DA SILVA";"AV LOUREIRO DA SILVA";"";-51 221845;"0";4;0;0;0;"DIA";"0";0;"0";0;2001;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;0;0;"236258";0;0;"CONORTE";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";10;"564818";-30 024412;"Cruzamento";"AV JULIO DE CASTILHOS & R CEL VICENTE";"AV JULIO DE CASTILHOS";"R CEL VICENTE";-51 221612;"1";4;0;0;0;"DIA";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"250892";0;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";10;"564811";-30 025663;"Cruzamento";"AV MAUA & R VIGARIO JOSE IGNACIO";"AV MAUA";"R VIGARIO JOSE IGNACIO";-51 226015;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"235199";0;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";10;"564807";-30 031582;"Cruzamento";"R RIACHUELO & AV BORGES DE MEDEIROS";"R RIACHUELO";"AV BORGES DE MEDEIROS";-51 227723;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"235157";0;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";11;"564819";-30 038864;"Cruzamento";"R GEN LIMA E SILVA & R LUIZ AFONSO";"R GEN LIMA E SILVA";"R LUIZ AFONSO";-51 220717;"0";4;0;0;1;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"250891";0;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";12;"564810";-30 022604;"Cruzamento";"AV MAUA & AV PRESIDENTE CASTELO BRANCO";"AV MAUA";"AV PRESIDENTE CASTELO BRANCO";-51 220093;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;2;0;"273013";0;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"DEPTRAN";13;"564650";-30 035228;"Logradouro";"763 R SARMENTO LEITE";"R SARMENTO LEITE";"";-51 222411;"0";4;0;0;0;"DIA";"0";0;"0";0;763;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;2;0;"251030";0;0;"";1;0;0;1;"SEGUNDA-FEIRA";0;"0";0;"EPTC";14;"564808";-30 031547;"Logradouro";"1200 R RIACHUELO";"R RIACHUELO";"";-51 229887;"0";4;0;0;0;"DIA";"0";0;"0";0;1200;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;0;0;"334713";0;0;"UNIBUS";1;1;0;1;"SEGUNDA-FEIRA";0;"1";0;"DEPTRAN";15;"565858";-30 030952;"Logradouro";"230 AV SENADOR SALGADO FILHO";"AV SENADOR SALGADO FILHO";"";-51 225241;"0";4;0;0;0;"DIA";"0";0;"1";0;230;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2013;0;0;"275013";0;0;"";1;1;0;2;"TERCA-FEIRA";0;"1";0;"DEPTRAN";7;"564680";-30 027284;"Logradouro";"1263 AV MAUA";"AV MAUA";"";-51 230629;"0";4;0;0;1;"DIA";"0";1;"0";0;1263;0;"CENTRO";"0";"BOM";"COLISAO";5
2013;1;0;"249569";0;0;"STS";1;0;0;2;"TERCA-FEIRA";0;"0";0;"EPTC";9;"564904";-30 030789;"Cruzamento";"AV BORGES DE MEDEIROS & AV SENADOR SALGADO FILHO";"AV BORGES DE MEDEIROS";"AV SENADOR SALGADO FILHO";-51 227692;"0";4;0;0;0;"DIA";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"249698";0;0;"STS";1;0;0;2;"TERCA-FEIRA";0;"0";0;"EPTC";16;"564902";-30 036834;"Logradouro";"1670 AV LOUREIRO DA SILVA";"AV LOUREIRO DA SILVA";"";-51 225617;"0";4;0;0;0;"DIA";"0";0;"1";0;1670;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"250439";0;0;"";1;0;0;2;"TERCA-FEIRA";0;"0";0;"EPTC";22;"564879";-30 036084;"Cruzamento";"R DEMETRIO RIBEIRO & AV BORGES DE MEDEIROS";"R DEMETRIO RIBEIRO";"AV BORGES DE MEDEIROS";-51 228029;"0";4;0;0;1;"NOITE";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;0;0;"250493";1;0;"";1;0;0;3;"QUARTA-FEIRA";0;"0";0;"EPTC";9;"564932";-30 028851;"Logradouro";"185 R DR FLORES";"R DR FLORES";"";-51 22462;"0";4;0;0;0;"DIA";"0";0;"0";0;185;0;"CENTRO";"0";"BOM";"CHOQUE";1
2013;0;0;"249677";2;0;"";1;0;0;3;"QUARTA-FEIRA";0;"0";0;"EPTC";10;"564955";-30 027986;"Cruzamento";"R DA CONCEICAO & AV ALBERTO BINS";"R DA CONCEICAO";"AV ALBERTO BINS";-51 219696;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;1;0;"283313";0;0;"";1;1;0;3;"QUARTA-FEIRA";0;"2";0;"DEPTRAN";13;"564778";-30 035014;"Logradouro";"640 R GEN JOAO MANOEL";"R GEN JOAO MANOEL";"";-51 232476;"0";4;0;0;1;"DIA";"0";0;"0";0;640;0;"CENTRO";"0";"BOM";"COLISAO";5
2013;1;0;"250354";1;0;"";1;0;0;3;"QUARTA-FEIRA";0;"0";0;"EPTC";15;"564928";-30 036804;"Logradouro";"342 R CEL GENUINO";"R CEL GENUINO";"";-51 227865;"0";4;0;0;0;"DIA";"0";0;"0";0;342;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"250503";0;0;"";1;0;0;3;"QUARTA-FEIRA";0;"0";0;"EPTC";20;"565100";-30 027756;"Logradouro";"1050 AV MAUA";"AV MAUA";"";-51 231731;"0";4;0;0;0;"NOITE";"0";0;"0";0;1050;0;"CENTRO";"1";"CHUVOSO";"ABALROAMENTO";1
2013;1;0;"250441";0;0;"";1;0;0;4;"QUINTA-FEIRA";0;"0";0;"EPTC";6;"564971";-30 023182;"Cruzamento";"AV MAUA & R DA CONCEICAO";"AV MAUA";"R DA CONCEICAO";-51 221036;"0";4;0;0;0;"DIA";"0";1;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;0;0;"250436";0;0;"";1;0;0;4;"QUINTA-FEIRA";0;"0";0;"EPTC";10;"564968";-30 033743;"Logradouro";"1405 R DUQUE DE CAXIAS";"R DUQUE DE CAXIAS";"";-51 227198;"1";4;0;0;0;"DIA";"0";0;"0";0;1405;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
2013;1;0;"250520";0;0;"";1;0;0;4;"QUINTA-FEIRA";0;"0";0;"EPTC";12;"564967";-30 034047;"Cruzamento";"AV JOAO PESSOA & R ANTONIO CARLOS GUIMARAES";"AV JOAO PESSOA";"R ANTONIO CARLOS GUIMARAES";-51 221826;"1";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"NUBLADO";"COLISAO";1
2013;2;0;"250882";0;0;"";1;0;0;4;"QUINTA-FEIRA";0;"0";0;"EPTC";16;"564958";-30 032449;"Cruzamento";"PCA MARECHAL DEODORO & LG JOAO AMORIM DE ALBUQUERQUE";"PCA MARECHAL DEODORO";"LG JOAO AMORIM DE ALBUQUERQUE";-51 22954;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;2;0;"288613";0;0;"";1;1;0;5;"SEXTA-FEIRA";0;"3";0;"DEPTRAN";1;"564982";-30 026658;"Logradouro";"569 R VOLUNTARIOS DA PATRIA";"R VOLUNTARIOS DA PATRIA";"";-51 220803;"0";4;0;0;0;"NOITE";"0";0;"0";0;569;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;1;0;"288713";0;0;"";1;1;0;5;"SEXTA-FEIRA";0;"1";0;"DEPTRAN";7;"564983";-30 036;"Logradouro";"1057 AV BORGES DE MEDEIROS";"AV BORGES DE MEDEIROS";"";-51 228055;"0";4;0;0;1;"DIA";"0";0;"0";0;1057;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;2;0;"249151";0;0;"";1;0;0;5;"SEXTA-FEIRA";0;"0";0;"EPTC";7;"566047";-30 030106;"Logradouro";"8590 AV MAUA";"AV MAUA";"";-51 236545;"0";4;0;0;0;"DIA";"0";0;"0";0;8590;0;"NORTE";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"250237";0;0;"";1;0;0;5;"SEXTA-FEIRA";0;"0";0;"EPTC";9;"565255";-30 031641;"Logradouro";"246 R SARMENTO LEITE";"R SARMENTO LEITE";"";-51 21999;"0";4;0;0;0;"DIA";"0";0;"0";0;246;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"249679";0;0;"";1;0;0;5;"SEXTA-FEIRA";0;"0";0;"EPTC";9;"565111";-30 029671;"Cruzamento";"R DOS ANDRADAS & R SENHOR DOS PASSOS";"R DOS ANDRADAS";"R SENHOR DOS PASSOS";-51 223163;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"291113";0;0;"";1;0;0;5;"SEXTA-FEIRA";0;"0";0;"DEPTRAN";18;"565005";-30 028195;"Logradouro";"365 AV ALBERTO BINS";"AV ALBERTO BINS";"";-51 223001;"0";4;0;0;0;"NOITE";"0";0;"0";0;365;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;2;0;"250958";0;0;"";1;0;0;6;"SABADO";0;"0";0;"EPTC";16;"565191";-30 035407;"Cruzamento";"AV EDVALDO PEREIRA PAIVA & AV PRESIDENTE JOAO GOULART";"AV EDVALDO PEREIRA PAIVA";"AV PRESIDENTE JOAO GOULART";-51 240924;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;0;0;"294413";0;0;"";1;1;0;6;"SABADO";0;"1";0;"DEPTRAN";20;"565042";-30 029552;"Logradouro";"50 AV INDEPENDENCIA";"AV INDEPENDENCIA";"";-51 221063;"0";4;0;0;1;"NOITE";"0";0;"0";0;50;0;"CENTRO";"1";"BOM";"ABALROAMENTO";5
2013;0;0;"243136";0;0;"CONORTE";1;0;0;6;"SABADO";0;"0";0;"EPTC";21;"565207";-30 029564;"Cruzamento";"AV INDEPENDENCIA & R CEL VICENTE";"AV INDEPENDENCIA";"R CEL VICENTE";-51 220783;"0";4;0;0;0;"NOITE";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"CHOQUE";1
2013;1;0;"295513";0;0;"STS";1;1;0;7;"DOMINGO";0;"1";0;"DEPTRAN";17;"565051";-30 023938;"Logradouro";"100 R DA CONCEICAO";"R DA CONCEICAO";"";-51 220468;"0";4;0;0;0;"DIA";"0";0;"1";0;100;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;2;0;"296213";0;0;"";1;1;0;8;"SEGUNDA-FEIRA";0;"1";0;"DEPTRAN";7;"565085";-30 037201;"Logradouro";"255 AV LOUREIRO DA SILVA";"AV LOUREIRO DA SILVA";"";-51 238041;"0";4;0;0;0;"DIA";"0";0;"0";0;255;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;2;0;"230870";0;0;"";1;0;0;8;"SEGUNDA-FEIRA";0;"0";0;"EPTC";11;"565228";-30 034047;"Cruzamento";"VDT IMPERATRIZ LEOPOLDINA & R ANTONIO CARLOS GUIMARAES";"VDT IMPERATRIZ LEOPOLDINA";"R ANTONIO CARLOS GUIMARAES";-51 221826;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"NUBLADO";"ABALROAMENTO";1
2013;1;0;"250372";0;0;"";1;0;0;8;"SEGUNDA-FEIRA";0;"0";0;"EPTC";12;"565159";-30 03307;"Logradouro";"190 R GEN VASCO ALVES";"R GEN VASCO ALVES";"";-51 23859;"0";4;0;0;0;"DIA";"0";0;"0";0;190;0;"CENTRO";"1";"NUBLADO";"ABALROAMENTO";1
2013;3;0;"250484";0;0;"";1;0;0;8;"SEGUNDA-FEIRA";0;"0";0;"EPTC";14;"565246";-30 031941;"Logradouro";"30 LG JOAO AMORIM DE ALBUQUERQUE";"LG JOAO AMORIM DE ALBUQUERQUE";"";-51 229467;"0";4;0;0;0;"DIA";"0";0;"0";0;30;0;"CENTRO";"0";"NUBLADO";"CHOQUE";1
2013;2;0;"250382";0;0;"";1;0;0;8;"SEGUNDA-FEIRA";0;"0";0;"EPTC";18;"565160";-30 023639;"Cruzamento";"AV MAUA & R CEL VICENTE";"AV MAUA";"R CEL VICENTE";-51 221873;"0";4;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"0";"NUBLADO";"ABALROAMENTO";1
2013;1;0;"235117";0;0;"";1;0;0;9;"TERCA-FEIRA";0;"0";0;"EPTC";7;"565236";-30 024995;"Cruzamento";"AV MAUA & PCA RUI BARBOSA";"AV MAUA";"PCA RUI BARBOSA";-51 224662;"0";4;0;0;0;"DIA";"0";1;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;0;0;"250845";0;0;"";1;0;0;9;"TERCA-FEIRA";0;"0";0;"EPTC";8;"565247";-30 024412;"Cruzamento";"AV JULIO DE CASTILHOS & R CEL VICENTE";"AV JULIO DE CASTILHOS";"R CEL VICENTE";-51 221612;"2";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"NUBLADO";"ABALROAMENTO";1
2013;1;0;"250318";0;0;"";1;0;0;9;"TERCA-FEIRA";0;"0";0;"EPTC";12;"565245";-30 023592;"Cruzamento";"AV PRESIDENTE CASTELO BRANCO & R DA CONCEICAO";"AV PRESIDENTE CASTELO BRANCO";"R DA CONCEICAO";-51 220541;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"COLISAO";1
2013;1;0;"236263";0;0;"CONORTE";1;0;0;9;"TERCA-FEIRA";0;"0";0;"EPTC";16;"565240";-30 024868;"Logradouro";"123 R DA CONCEICAO";"R DA CONCEICAO";"";-51 219995;"0";4;0;0;0;"DIA";"0";0;"1";0;123;0;"CENTRO";"0";"NUBLADO";"ABALROAMENTO";1
2013;1;0;"235297";1;0;"";1;0;0;10;"QUARTA-FEIRA";0;"0";0;"EPTC";9;"565390";-30 026585;"Logradouro";"53 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 226242;"0";4;0;0;0;"DIA";"0";0;"0";0;53;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;2;0;"249567";0;0;"";1;0;0;10;"QUARTA-FEIRA";0;"0";0;"EPTC";12;"565661";-30 024412;"Cruzamento";"AV JULIO DE CASTILHOS & R CEL VICENTE";"AV JULIO DE CASTILHOS";"R CEL VICENTE";-51 221612;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;1;0;"250314";0;0;"UNIBUS";1;0;0;10;"QUARTA-FEIRA";0;"0";0;"EPTC";12;"565369";-30 026189;"Cruzamento";"AV MAUA & LG VISCONDE DO CAIRU";"AV MAUA";"LG VISCONDE DO CAIRU";-51 226983;"0";4;0;0;0;"DIA";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;2;0;"250319";0;0;"";1;0;0;10;"QUARTA-FEIRA";0;"0";0;"EPTC";13;"565370";-30 031573;"Cruzamento";"R RIACHUELO & LG JOAO AMORIM DE ALBUQUERQUE";"R RIACHUELO";"LG JOAO AMORIM DE ALBUQUERQUE";-51 22947;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2013;1;0;"250320";0;0;"UNIBUS";1;0;0;10;"QUARTA-FEIRA";0;"0";0;"EPTC";18;"565543";-30 031582;"Cruzamento";"R RIACHUELO & AV BORGES DE MEDEIROS";"R RIACHUELO";"AV BORGES DE MEDEIROS";-51 227723;"0";4;0;0;0;"NOITE";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"250322";0;0;"";1;0;0;10;"QUARTA-FEIRA";0;"0";0;"EPTC";23;"565542";-30 034449;"Logradouro";"VDT IMPERATRIZ LEOPOLDINA";"VDT IMPERATRIZ LEOPOLDINA";"";-51 221524;"0";4;0;0;1;"NOITE";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"CHOQUE";1
2013;1;0;"250327";0;0;"";1;0;0;11;"QUINTA-FEIRA";0;"0";0;"EPTC";9;"565392";-30 03449;"Logradouro";"418 R DUQUE DE CAXIAS";"R DUQUE DE CAXIAS";"";-51 237106;"1";4;0;0;0;"DIA";"0";0;"0";0;418;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;0;0;"250364";0;0;"";1;0;0;11;"QUINTA-FEIRA";0;"0";0;"EPTC";11;"565395";-30 030698;"Logradouro";"586 R SETE DE SETEMBRO";"R SETE DE SETEMBRO";"";-51 234513;"0";4;0;0;1;"DIA";"0";0;"0";0;586;0;"CENTRO";"1";"BOM";"COLISAO";1
2013;1;0;"230004";0;0;"";1;0;0;11;"QUINTA-FEIRA";0;"0";0;"EPTC";15;"565377";-30 032427;"Logradouro";"753 R VIGARIO JOSE IGNACIO";"R VIGARIO JOSE IGNACIO";"";-51 225972;"0";4;0;0;1;"DIA";"0";0;"0";0;753;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"312713";0;0;"";1;1;0;11;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";16;"565384";-30 036154;"Logradouro";"449 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 220207;"0";4;0;0;1;"DIA";"0";0;"0";0;449;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2013;0;0;"313113";0;0;"";1;1;0;11;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";17;"565388";-30 02618;"Logradouro";"283 R DA CONCEICAO";"R DA CONCEICAO";"";-51 219608;"0";4;0;0;0;"DIA";"0";1;"0";0;283;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2013;2;0;"250331";0;0;"";1;0;0;11;"QUINTA-FEIRA";0;"0";0;"EPTC";18;"565393";-30 032318;"Cruzamento";"R SARMENTO LEITE & AV OSVALDO ARANHA";"R SARMENTO LEITE";"AV OSVALDO ARANHA";-51 220446;"0";4;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2013;1;0;"249920";0;0;"";1;0;0;12;"SEXTA-FEIRA";0;"0";0;"EPTC";0;"565545";-30 034944;"Cruzamento";"R CEL FERNANDO MACHADO & R MARECHAL FLORIANO PEIXOTO";"R CEL FERNANDO MACHADO";"R MARECHAL FLORIANO PEIXOTO";-51 2272;"0";4;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"1";"NUBLADO";"ABALROAMENTO";1
